profile	frame_counter	ascent_rate_ms	latitude	longitude	altitude_m	vn_ms	ve_ms	vu_ms	battery_mv	tx_ma	system_temp_c	sats_used	fix_type	pdop	hdop	vdop	gps_week	tow_ms	cal_version	pressure_offset	temp_offset	humidity_offset	rf_tune_id	manufacturing_lot	raw_rssi_dbm	raw_snr_db	temperature_c	pressure_hpa	relative_humidity_pct	wind_dir_deg	wind_speed_ms	phase
112	112	0.75	19.8742	73.846934	1634.0	-6.21	4.03	0.75	3794	124	22.3	9	3	1.6	1.0	1.2	1869	52723000	2	0.04	-0.11	-0.7	403	M4643053	-87	8.9	31.0	897.6	14.0	327.0	7.4	ascent
113	113	1.0	19.873977	73.847088	1638.0	-6.21	4.03	1.0	3797	117	23.1	11	3	2.0	1.7	1.1	1869	52727000	2	-0.18	-0.04	-1.0	403	M4643053	-80	14.2	31.0	897.2	14.0	327.0	7.4	ascent
114	114	0.75	19.873754	73.847242	1641.0	-6.21	4.03	0.75	3791	124	23.0	10	3	2.1	1.8	1.1	1869	52731000	2	-0.07	-0.09	0.6	403	M4643053	-88	15.5	31.0	896.9	14.0	327.0	7.4	ascent
115	115	1.0	19.873531	73.847396	1645.0	-6.21	4.03	1.0	3800	120	22.7	11	3	1.4	1.3	0.5	1869	52735000	2	-0.05	0.17	-0.9	403	M4643053	-81	10.1	30.9	896.5	14.0	327.0	7.4	ascent
116	116	0.75	19.873308	73.84755	1648.0	-6.21	4.03	0.75	3801	123	23.1	10	3	1.9	1.0	1.6	1869	52739000	2	0.19	-0.01	0.7	403	M4643053	-88	13.5	30.9	896.2	15.0	327.0	7.4	ascent
117	117	1.0	19.873085	73.847704	1652.0	-6.21	4.03	1.0	3794	121	22.4	8	3	2.5	1.6	1.9	1869	52743000	2	-0.12	-0.13	0.8	403	M4643053	-87	10.2	30.9	895.8	15.0	327.0	7.4	ascent
118	118	1.0	19.872862	73.847858	1656.0	-6.21	4.03	1.0	3798	116	22.5	10	3	1.5	1.1	1.0	1869	52747000	2	-0.04	-0.07	-0.6	403	M4643053	-81	13.7	30.8	895.4	15.0	327.0	7.4	ascent
119	119	0.75	19.872639	73.848012	1659.0	-6.21	4.03	0.75	3788	123	23.0	11	3	1.9	1.8	0.6	1869	52751000	2	-0.08	-0.11	0.7	403	M4643053	-88	13.6	30.8	895.1	15.0	327.0	7.4	ascent
120	120	1.0	19.872418	73.84817	1663.0	-6.13	4.14	1.0	3789	119	22.9	8	3	1.5	1.3	0.7	1869	52755000	2	-0.26	-0.2	0.9	403	M4643053	-84	10.3	30.8	894.7	15.0	326.0	7.4	ascent
121	121	1.0	19.872198	73.848328	1667.0	-6.13	4.14	1.0	3797	117	22.3	10	3	2.0	1.1	1.7	1869	52759000	2	0.14	-0.11	0.6	403	M4643053	-83	16.4	30.7	894.3	15.0	326.0	7.4	ascent
122	122	0.75	19.871977	73.848486	1670.0	-6.13	4.14	0.75	3794	117	22.6	8	3	1.9	1.0	1.6	1869	52763000	2	-0.12	0.14	0.3	403	M4643053	-82	10.9	30.7	894.0	15.0	326.0	7.4	ascent
123	123	1.0	19.871757	73.848645	1674.0	-6.13	4.14	1.0	3790	117	22.2	11	3	1.8	1.7	0.6	1869	52767000	2	0.14	-0.17	0.5	403	M4643053	-81	17.6	30.6	893.6	15.0	326.0	7.4	ascent
124	124	1.0	19.871537	73.848803	1678.0	-6.13	4.14	1.0	3792	119	22.8	10	3	2.3	1.1	2.0	1869	52771000	2	-0.07	-0.11	0.1	403	M4643053	-81	17.6	30.6	893.2	15.0	326.0	7.4	ascent
125	125	1.0	19.871319	73.848959	1682.0	-6.05	4.08	1.0	3796	120	23.0	8	3	1.6	1.1	1.2	1869	52775000	2	0.15	0.03	0.9	403	M4643053	-88	12.8	30.6	892.8	15.0	326.0	7.3	ascent
126	126	0.75	19.871102	73.849115	1685.0	-6.05	4.08	0.75	3798	118	22.2	9	3	1.9	0.9	1.7	1869	52779000	2	-0.03	0.14	0.1	403	M4643053	-89	17.8	30.6	892.5	15.0	326.0	7.3	ascent
127	127	0.75	19.870884	73.849271	1688.0	-6.05	4.08	0.75	3786	123	22.4	10	3	1.7	1.7	0.3	1869	52783000	2	-0.15	-0.09	-0.2	403	M4643053	-84	10.1	30.5	892.2	15.0	326.0	7.3	ascent
128	128	0.75	19.870667	73.849427	1691.0	-6.05	4.08	0.75	3789	123	22.6	11	3	1.8	1.2	1.3	1869	52787000	2	0.17	0.16	0.1	403	M4643053	-88	15.3	30.5	891.9	15.0	326.0	7.3	ascent
129	129	0.75	19.870452	73.849586	1694.0	-5.98	4.19	0.75	3800	121	22.9	11	3	1.7	1.7	0.3	1869	52791000	2	0.07	0.11	-0.1	403	M4643053	-83	12.3	30.4	891.6	15.0	325.0	7.3	ascent
130	130	0.75	19.870237	73.849746	1697.0	-5.98	4.19	0.75	3795	123	22.5	9	3	1.8	1.1	1.4	1869	52795000	2	0.15	0.03	-0.6	403	M4643053	-83	9.7	30.4	891.3	15.0	325.0	7.3	ascent
131	131	1.0	19.870022	73.849906	1701.0	-5.98	4.19	1.0	3793	119	22.5	12	3	2.1	1.7	1.2	1869	52799000	2	0.15	-0.07	1.0	403	M4643053	-86	8.2	30.4	890.9	15.0	325.0	7.3	ascent
132	132	0.75	19.869807	73.850066	1704.0	-5.98	4.19	0.75	3787	119	22.4	10	3	1.9	0.9	1.7	1869	52803000	2	0.21	-0.03	0.4	403	M4643053	-89	16.6	30.4	890.6	15.0	325.0	7.3	ascent
133	133	1.0	19.869592	73.850226	1708.0	-5.98	4.19	1.0	3788	115	22.1	11	3	1.1	1.2	0.3	1869	52807000	2	0.16	0.03	0.9	403	M4643053	-81	8.1	30.3	890.2	15.0	325.0	7.3	ascent
134	134	1.0	19.86938	73.850384	1712.0	-5.9	4.13	1.0	3788	123	22.9	9	3	2.4	1.4	1.9	1869	52811000	2	-0.25	0.2	0.6	403	M4643053	-80	12.9	30.3	889.8	15.0	325.0	7.2	ascent
135	135	1.0	19.869169	73.850542	1716.0	-5.9	4.13	1.0	3800	122	22.8	12	3	1.3	1.5	0.3	1869	52815000	2	-0.16	-0.16	0.5	403	M4643053	-80	13.3	30.3	889.4	15.0	325.0	7.2	ascent
136	136	0.75	19.868957	73.8507	1719.0	-5.9	4.13	0.75	3794	116	22.3	10	3	2.0	1.0	1.7	1869	52819000	2	0.12	0.01	0.9	403	M4643053	-87	16.8	30.2	889.1	15.0	325.0	7.2	ascent
137	137	0.75	19.868745	73.850858	1722.0	-5.9	4.13	0.75	3801	121	22.1	9	3	2.4	1.1	2.1	1869	52823000	2	-0.13	0.11	0.2	403	M4643053	-85	8.3	30.2	888.7	15.0	325.0	7.2	ascent
138	138	1.0	19.868533	73.851015	1726.0	-5.9	4.13	1.0	3790	120	22.2	11	3	1.9	0.9	1.7	1869	52827000	2	-0.08	0.2	0.1	403	M4643053	-80	10.7	30.2	888.4	15.0	325.0	7.2	ascent
139	139	0.75	19.868323	73.851177	1729.0	-5.82	4.23	0.75	3789	122	22.8	12	3	2.4	1.5	1.9	1869	52831000	2	0.12	0.11	0.4	403	M4643053	-81	8.8	30.1	888.1	15.0	324.0	7.2	ascent
140	140	1.0	19.868117	73.851336	1733.0	-5.74	4.17	1.0	3798	115	22.7	12	3	1.3	1.3	0.3	1869	52835000	2	0.27	-0.09	-0.6	403	M4643053	-88	16.8	30.1	887.7	15.0	324.0	7.1	ascent
141	141	0.75	19.867911	73.851496	1736.0	-5.74	4.17	0.75	3799	115	22.4	12	3	1.9	1.6	1.0	1869	52839000	2	0.21	0.15	0.2	403	M4643053	-82	9.4	30.1	887.4	15.0	324.0	7.1	ascent
142	142	1.0	19.867704	73.851655	1740.0	-5.74	4.17	1.0	3799	122	22.1	12	3	1.2	0.8	0.9	1869	52843000	2	-0.27	0.04	-0.7	403	M4643053	-83	8.4	30.0	887.0	15.0	324.0	7.1	ascent
143	143	0.75	19.867495	73.851811	1743.0	-5.82	4.07	0.75	3793	120	22.9	8	3	1.4	1.3	0.5	1869	52847000	2	0.28	-0.17	-0.7	403	M4643053	-88	9.7	30.0	886.7	15.0	325.0	7.1	ascent
144	144	1.0	19.867286	73.851967	1747.0	-5.82	4.07	1.0	3797	123	22.8	11	3	1.9	1.5	1.2	1869	52851000	2	-0.1	0.18	0.3	403	M4643053	-89	9.5	30.0	886.3	15.0	325.0	7.1	ascent
145	145	0.75	19.867077	73.852122	1750.0	-5.82	4.07	0.75	3800	116	22.6	12	3	2.0	1.8	0.9	1869	52855000	2	0.08	-0.16	-0.2	403	M4643053	-89	17.4	29.9	886.0	15.0	325.0	7.1	ascent
146	146	0.75	19.866871	73.852276	1753.0	-5.73	4.02	0.75	3790	116	22.8	8	3	2.1	1.7	1.2	1869	52859000	2	-0.06	-0.15	0.1	403	M4643053	-84	16.4	29.9	885.7	15.0	325.0	7.0	ascent
147	147	1.0	19.866665	73.852429	1757.0	-5.73	4.02	1.0	3794	123	22.9	9	3	2.0	1.3	1.5	1869	52863000	2	-0.05	0.07	0.8	403	M4643053	-87	10.2	29.8	885.3	15.0	325.0	7.0	ascent
148	148	1.0	19.866459	73.852582	1761.0	-5.73	4.02	1.0	3794	118	22.5	12	3	1.6	1.5	0.6	1869	52867000	2	0.19	-0.01	-1.0	403	M4643053	-88	15.4	29.8	884.9	15.0	325.0	7.0	ascent
149	149	0.75	19.866253	73.852736	1764.0	-5.73	4.02	0.75	3786	116	22.8	10	3	2.2	1.7	1.4	1869	52871000	2	-0.17	0.04	0.2	403	M4643053	-80	9.6	29.8	884.6	15.0	325.0	7.0	ascent
150	150	1.0	19.866047	73.852889	1768.0	-5.73	4.02	1.0	3787	124	22.5	9	3	1.7	1.0	1.4	1869	52875000	2	-0.06	0.13	0.4	403	M4643053	-87	11.8	29.7	884.2	15.0	325.0	7.0	ascent
151	151	1.0	19.865839	73.853039	1772.0	-5.8	3.91	1.0	3789	118	22.1	11	3	1.1	1.7	0.3	1869	52879000	2	0.16	0.08	-0.9	403	M4643053	-86	15.0	29.7	883.8	15.0	326.0	7.0	ascent
152	152	1.0	19.865633	73.853186	1776.0	-5.72	3.86	1.0	3795	123	22.7	11	3	1.5	1.6	0.3	1869	52883000	2	0.17	-0.09	-1.0	403	M4643053	-87	12.0	29.7	883.4	15.0	326.0	6.9	ascent
153	153	1.0	19.865427	73.853334	1780.0	-5.72	3.86	1.0	3793	116	22.8	10	3	2.3	1.7	1.5	1869	52887000	2	0.04	0.2	-0.5	403	M4643053	-86	17.4	29.7	883.0	15.0	326.0	6.9	ascent
154	154	1.0	19.865222	73.853481	1784.0	-5.72	3.86	1.0	3799	117	21.9	11	3	1.7	1.8	0.3	1869	52891000	2	-0.06	-0.01	0.6	403	M4643053	-80	12.1	29.6	882.6	15.0	326.0	6.9	ascent
155	155	1.0	19.865016	73.853628	1788.0	-5.72	3.86	1.0	3789	123	22.9	12	3	1.2	1.2	0.3	1869	52895000	2	0.21	0.07	-0.7	403	M4643053	-82	17.5	29.6	882.2	15.0	326.0	6.9	ascent
156	156	1.0	19.864808	73.853772	1792.0	-5.79	3.76	1.0	3786	119	22.5	9	3	1.9	1.2	1.5	1869	52899000	2	-0.29	-0.03	-0.9	403	M4643053	-85	17.3	29.5	881.9	15.0	327.0	6.9	ascent
157	157	0.75	19.864601	73.853915	1795.0	-5.79	3.76	0.75	3789	121	22.5	12	3	1.7	1.0	1.4	1869	52903000	2	0.23	0.04	0.6	403	M4643053	-84	15.4	29.5	881.5	15.0	327.0	6.9	ascent
158	158	1.0	19.864393	73.854059	1799.0	-5.79	3.76	1.0	3792	119	22.8	12	3	1.4	1.1	0.9	1869	52907000	2	0.03	-0.01	-0.0	403	M4643053	-83	11.7	29.5	881.1	16.0	327.0	6.9	ascent
159	159	1.0	19.864182	73.854199	1803.0	-5.85	3.66	1.0	3788	116	22.4	11	3	1.1	0.9	0.6	1869	52911000	2	0.22	-0.1	0.2	403	M4643053	-87	11.3	29.4	880.7	16.0	328.0	6.9	ascent
160	160	0.75	19.863972	73.854338	1806.0	-5.85	3.66	0.75	3796	115	22.8	12	3	1.8	1.0	1.5	1869	52915000	2	-0.06	-0.19	0.8	403	M4643053	-87	8.5	29.4	880.4	16.0	328.0	6.9	ascent
161	161	1.0	19.863762	73.854478	1810.0	-5.85	3.66	1.0	3793	122	21.9	11	3	2.4	0.9	2.2	1869	52919000	2	0.18	0.1	0.3	403	M4643053	-81	16.7	29.4	880.1	16.0	328.0	6.9	ascent
162	162	1.0	19.863552	73.854618	1814.0	-5.85	3.66	1.0	3784	120	22.4	12	3	1.2	1.1	0.5	1869	52923000	2	-0.11	0.16	0.7	403	M4643053	-85	8.3	29.3	879.7	16.0	328.0	6.9	ascent
163	163	1.0	19.863336	73.854756	1818.0	-6.0	3.61	1.0	3797	118	22.0	12	3	1.9	1.4	1.3	1869	52927000	2	0.17	0.18	-0.7	403	M4643053	-80	11.3	29.3	879.3	16.0	329.0	7.0	ascent
164	164	1.0	19.86312	73.854893	1822.0	-6.0	3.61	1.0	3789	117	22.4	9	3	1.2	1.0	0.7	1869	52931000	2	-0.01	-0.03	0.2	403	M4643053	-81	14.2	29.2	878.9	16.0	329.0	7.0	ascent
165	165	1.0	19.862905	73.855031	1826.0	-6.0	3.61	1.0	3785	124	22.7	10	3	1.9	1.4	1.3	1869	52935000	2	0.2	0.02	0.9	403	M4643053	-81	14.5	29.2	878.5	16.0	329.0	7.0	ascent
166	166	0.75	19.862689	73.855169	1829.0	-6.0	3.61	0.75	3783	119	22.2	10	3	1.7	0.9	1.4	1869	52939000	2	0.08	-0.2	0.2	403	M4643053	-85	17.4	29.2	878.1	16.0	329.0	7.0	ascent
167	167	1.0	19.862471	73.855303	1833.0	-6.06	3.5	1.0	3786	122	22.7	11	3	1.9	1.8	0.6	1869	52943000	2	0.09	0.11	0.7	403	M4643053	-89	10.5	29.2	877.8	16.0	330.0	7.0	ascent
168	168	0.75	19.862253	73.855436	1836.0	-6.06	3.5	0.75	3786	117	21.8	10	3	1.8	0.9	1.6	1869	52947000	2	-0.18	0.06	-0.4	403	M4643053	-85	8.1	29.1	877.5	16.0	330.0	7.0	ascent
169	169	0.75	19.862036	73.85557	1839.0	-6.06	3.5	0.75	3786	119	22.7	11	3	1.8	1.0	1.5	1869	52951000	2	-0.26	-0.03	0.5	403	M4643053	-82	9.8	29.1	877.1	15.0	330.0	7.0	ascent
170	170	1.0	19.861818	73.855704	1843.0	-6.06	3.5	1.0	3793	123	22.4	8	3	1.3	1.1	0.7	1869	52955000	2	-0.26	-0.12	-0.0	403	M4643053	-87	8.4	29.1	876.8	15.0	330.0	7.0	ascent
171	171	0.75	19.8616	73.855837	1846.0	-6.06	3.5	0.75	3797	118	22.6	10	3	2.1	1.6	1.4	1869	52959000	2	-0.13	0.04	0.6	403	M4643053	-85	8.3	29.0	876.4	16.0	330.0	7.0	ascent
172	172	1.0	19.861382	73.855971	1850.0	-6.06	3.5	1.0	3787	124	22.7	12	3	1.7	0.9	1.4	1869	52963000	2	0.23	0.08	-0.1	403	M4643053	-86	15.8	29.0	876.1	16.0	330.0	7.0	ascent
173	173	0.75	19.861159	73.856103	1853.0	-6.21	3.44	0.75	3783	124	22.3	12	3	1.2	1.3	0.3	1869	52967000	2	0.17	-0.06	-0.0	403	M4643053	-87	14.6	29.0	875.8	15.0	331.0	7.1	ascent
174	174	1.0	19.860936	73.856234	1857.0	-6.21	3.44	1.0	3788	116	22.0	12	3	1.9	0.9	1.7	1869	52971000	2	0.06	-0.17	0.6	403	M4643053	-84	11.4	28.9	875.4	15.0	331.0	7.1	ascent
175	175	1.0	19.860713	73.856366	1861.0	-6.21	3.44	1.0	3796	118	22.6	12	3	2.1	1.5	1.5	1869	52975000	2	-0.14	0.09	0.2	403	M4643053	-83	10.5	28.9	875.0	15.0	331.0	7.1	ascent
176	176	0.75	19.86049	73.856497	1864.0	-6.21	3.44	0.75	3791	119	21.8	8	3	2.4	0.8	2.3	1869	52979000	2	-0.29	-0.1	0.7	403	M4643053	-89	11.1	28.9	874.7	15.0	331.0	7.1	ascent
177	177	1.0	19.860266	73.856629	1868.0	-6.21	3.44	1.0	3783	122	22.3	10	3	1.3	1.1	0.7	1869	52983000	2	0.17	0.02	-0.6	403	M4643053	-81	8.2	28.8	874.3	15.0	331.0	7.1	ascent
178	178	0.75	19.860043	73.85676	1871.0	-6.21	3.44	0.75	3785	124	22.4	9	3	1.9	1.2	1.5	1869	52987000	2	-0.16	-0.05	0.6	403	M4643053	-84	14.8	28.8	874.0	16.0	331.0	7.1	ascent
179	179	0.75	19.85982	73.856892	1874.0	-6.21	3.44	0.75	3783	119	22.2	10	3	2.0	1.5	1.3	1869	52991000	2	-0.21	-0.07	0.2	403	M4643053	-86	17.7	28.8	873.7	16.0	331.0	7.1	ascent
180	180	1.0	19.859597	73.857023	1878.0	-6.21	3.44	1.0	3792	123	22.4	11	3	1.5	1.2	0.9	1869	52995000	2	-0.09	-0.03	-0.6	403	M4643053	-80	14.0	28.7	873.4	16.0	331.0	7.1	ascent
181	181	0.75	19.859374	73.857155	1881.0	-6.21	3.44	0.75	3791	120	21.7	11	3	1.5	1.7	0.3	1869	52999000	2	0.16	-0.03	-0.9	403	M4643053	-82	14.1	28.7	873.0	16.0	331.0	7.1	ascent
182	182	0.75	19.859151	73.857286	1884.0	-6.21	3.44	0.75	3785	124	22.4	11	3	2.5	0.8	2.4	1869	53003000	2	0.06	0.05	0.1	403	M4643053	-82	14.9	28.7	872.7	16.0	331.0	7.1	ascent
183	183	0.75	19.858928	73.857418	1887.0	-6.21	3.44	0.75	3786	123	21.8	10	3	2.3	0.9	2.1	1869	53007000	2	-0.07	-0.16	-0.3	403	M4643053	-87	11.4	28.7	872.4	16.0	331.0	7.1	ascent
184	184	0.75	19.858705	73.857549	1890.0	-6.21	3.44	0.75	3786	121	21.8	8	3	1.6	1.6	0.3	1869	53011000	2	0.09	-0.19	1.0	403	M4643053	-82	14.7	28.6	872.1	16.0	331.0	7.1	ascent
185	185	1.0	19.858481	73.857681	1894.0	-6.21	3.44	1.0	3792	119	21.7	9	3	1.3	1.1	0.7	1869	53015000	2	-0.01	-0.09	0.4	403	M4643053	-87	15.3	28.6	871.8	16.0	331.0	7.1	ascent
186	186	0.75	19.858258	73.857812	1897.0	-6.21	3.44	0.75	3793	116	22.3	8	3	2.3	1.5	1.7	1869	53019000	2	-0.18	-0.02	-0.9	403	M4643053	-86	8.7	28.6	871.5	16.0	331.0	7.1	ascent
187	187	0.5	19.858035	73.857944	1899.0	-6.21	3.44	0.5	3791	119	22.4	12	3	1.9	1.5	1.2	1869	53023000	2	0.18	0.2	-0.7	403	M4643053	-85	10.5	28.5	871.2	16.0	331.0	7.1	ascent
188	188	0.75	19.857812	73.858075	1902.0	-6.21	3.44	0.75	3786	115	22.4	12	3	1.6	0.8	1.4	1869	53027000	2	-0.26	0.01	-1.0	403	M4643053	-86	16.1	28.5	871.0	16.0	331.0	7.1	ascent
189	189	0.75	19.857591	73.858211	1905.0	-6.15	3.55	0.75	3790	115	22.6	11	3	1.1	1.7	0.3	1869	53031000	2	-0.27	-0.11	-0.2	403	M4643053	-87	16.3	28.5	870.7	16.0	330.0	7.1	ascent
190	190	0.75	19.85737	73.858346	1908.0	-6.15	3.55	0.75	3796	115	22.2	10	3	1.2	1.5	0.3	1869	53035000	2	-0.14	-0.2	0.1	403	M4643053	-88	16.6	28.4	870.3	16.0	330.0	7.1	ascent
191	191	1.0	19.857146	73.858484	1912.0	-6.24	3.6	1.0	3785	123	21.8	12	3	1.2	0.9	0.8	1869	53039000	2	-0.28	-0.05	-1.0	403	M4643053	-87	9.6	28.4	870.0	16.0	330.0	7.2	ascent
192	192	1.0	19.856922	73.858622	1916.0	-6.24	3.6	1.0	3788	119	22.2	9	3	2.2	1.3	1.8	1869	53043000	2	-0.16	-0.16	0.3	403	M4643053	-88	11.9	28.4	869.6	16.0	330.0	7.2	ascent
193	193	0.75	19.856698	73.858759	1919.0	-6.24	3.6	0.75	3783	123	22.0	8	3	2.0	1.3	1.5	1869	53047000	2	0.25	0.18	0.9	403	M4643053	-83	10.6	28.3	869.3	17.0	330.0	7.2	ascent
194	194	0.75	19.856474	73.858897	1922.0	-6.24	3.6	0.75	3784	118	22.3	10	3	2.5	1.4	2.1	1869	53051000	2	0.28	-0.09	-0.4	403	M4643053	-86	13.1	28.3	869.0	17.0	330.0	7.2	ascent
195	195	0.75	19.85625	73.859034	1925.0	-6.24	3.6	0.75	3784	120	22.0	8	3	1.9	1.4	1.3	1869	53055000	2	0.08	0.01	-0.4	403	M4643053	-81	10.8	28.3	868.7	17.0	330.0	7.2	ascent
196	196	1.0	19.856026	73.859172	1929.0	-6.24	3.6	1.0	3796	120	22.2	10	3	1.7	1.2	1.2	1869	53059000	2	-0.21	-0.0	-0.0	403	M4643053	-86	12.1	28.2	868.3	17.0	330.0	7.2	ascent
197	197	0.75	19.855804	73.859313	1932.0	-6.17	3.71	0.75	3783	119	21.7	8	3	1.4	1.6	0.3	1869	53063000	2	0.03	-0.19	-1.0	403	M4643053	-85	14.4	28.2	868.0	17.0	329.0	7.2	ascent
198	198	1.0	19.855579	73.859457	1936.0	-6.26	3.76	1.0	3784	118	22.5	11	3	2.4	1.2	2.1	1869	53067000	2	-0.08	-0.05	-0.9	403	M4643053	-80	14.8	28.2	867.6	17.0	329.0	7.3	ascent
199	199	1.0	19.855354	73.859601	1940.0	-6.26	3.76	1.0	3792	115	22.0	8	3	1.7	1.5	0.8	1869	53071000	2	-0.24	-0.03	-0.3	403	M4643053	-85	8.6	28.1	867.3	17.0	329.0	7.3	ascent
200	200	0.75	19.85513	73.859744	1943.0	-6.26	3.76	0.75	3785	120	21.8	9	3	1.4	1.1	0.9	1869	53075000	2	0.04	-0.18	-0.2	403	M4643053	-87	15.5	28.1	867.0	17.0	329.0	7.3	ascent
201	201	0.75	19.854905	73.859888	1946.0	-6.26	3.76	0.75	3793	124	22.0	9	3	1.2	1.6	0.3	1869	53079000	2	-0.27	0.09	-0.8	403	M4643053	-80	8.8	28.1	866.6	17.0	329.0	7.3	ascent
202	202	0.75	19.85468	73.860032	1949.0	-6.26	3.76	0.75	3788	122	21.8	12	3	2.0	1.3	1.5	1869	53083000	2	0.13	0.03	-0.1	403	M4643053	-86	9.2	28.0	866.3	17.0	329.0	7.3	ascent
203	203	0.75	19.854452	73.860177	1952.0	-6.34	3.81	0.75	3791	117	22.2	9	3	1.4	1.1	0.9	1869	53087000	2	-0.02	0.02	-1.0	403	M4643053	-83	8.5	28.0	866.0	17.0	329.0	7.4	ascent
204	204	1.0	19.854224	73.860323	1956.0	-6.34	3.81	1.0	3792	123	22.3	9	3	2.5	1.8	1.7	1869	53091000	2	-0.25	-0.09	0.7	403	M4643053	-81	9.0	28.0	865.7	17.0	329.0	7.4	ascent
205	205	0.75	19.853996	73.860468	1959.0	-6.34	3.81	0.75	3788	117	21.7	9	3	1.3	1.4	0.3	1869	53095000	2	0.19	0.08	0.2	403	M4643053	-85	15.9	27.9	865.3	17.0	329.0	7.4	ascent
206	206	1.0	19.853768	73.860614	1963.0	-6.34	3.81	1.0	3788	117	21.7	9	3	1.4	1.8	0.3	1869	53099000	2	0.04	-0.15	-0.5	403	M4643053	-88	11.9	27.9	865.0	17.0	329.0	7.4	ascent
207	207	0.75	19.853543	73.860764	1966.0	-6.28	3.92	0.75	3792	117	21.9	11	3	1.6	1.7	0.3	1869	53103000	2	0.25	0.05	0.4	403	M4643053	-87	13.3	27.9	864.7	17.0	328.0	7.4	ascent
208	208	0.75	19.853317	73.860914	1969.0	-6.28	3.92	0.75	3785	116	22.1	10	3	2.0	0.8	1.8	1869	53107000	2	-0.15	0.2	-0.9	403	M4643053	-83	10.3	27.9	864.4	17.0	328.0	7.4	ascent
209	209	0.75	19.853092	73.861063	1972.0	-6.28	3.92	0.75	3784	117	22.1	9	3	1.8	1.1	1.4	1869	53111000	2	0.06	0.01	0.8	403	M4643053	-89	14.7	27.8	864.1	17.0	328.0	7.4	ascent
210	210	0.75	19.852864	73.861209	1975.0	-6.34	3.81	0.75	3786	117	21.8	10	3	2.2	1.7	1.4	1869	53115000	2	0.24	-0.18	0.9	403	M4643053	-86	13.7	27.8	863.8	17.0	329.0	7.4	ascent
211	211	0.75	19.852636	73.861355	1978.0	-6.34	3.81	0.75	3796	116	21.5	12	3	2.0	1.0	1.7	1869	53119000	2	0.2	0.12	1.0	403	M4643053	-87	9.5	27.8	863.5	17.0	329.0	7.4	ascent
212	212	1.0	19.852408	73.8615	1982.0	-6.34	3.81	1.0	3783	116	21.9	11	3	2.5	1.5	2.0	1869	53123000	2	-0.02	-0.12	-0.8	403	M4643053	-81	13.1	27.7	863.1	17.0	329.0	7.4	ascent
213	213	0.75	19.85218	73.861646	1985.0	-6.34	3.81	0.75	3786	119	22.4	8	3	2.4	1.2	2.1	1869	53127000	2	-0.03	-0.12	-0.3	403	M4643053	-87	16.0	27.7	862.8	17.0	329.0	7.4	ascent
214	214	0.75	19.851952	73.861791	1988.0	-6.34	3.81	0.75	3789	118	22.1	10	3	2.0	1.0	1.7	1869	53131000	2	-0.25	0.13	0.3	403	M4643053	-82	11.0	27.7	862.5	17.0	329.0	7.4	ascent
215	215	1.0	19.851727	73.861935	1992.0	-6.26	3.76	1.0	3781	121	21.8	8	3	1.3	1.3	0.3	1869	53135000	2	0.17	-0.05	-0.7	403	M4643053	-85	9.4	27.6	862.2	17.0	329.0	7.3	ascent
216	216	0.75	19.851502	73.862079	1995.0	-6.26	3.76	0.75	3788	116	22.2	12	3	2.4	1.6	1.8	1869	53139000	2	-0.15	-0.04	0.6	403	M4643053	-83	11.6	27.6	861.8	17.0	329.0	7.3	ascent
217	217	1.25	19.851278	73.862222	2000.0	-6.26	3.76	1.25	3796	122	21.7	11	3	2.3	1.6	1.7	1869	53143000	2	-0.03	-0.07	-0.0	403	M4643053	-84	9.0	27.6	861.4	17.0	329.0	7.3	ascent
218	218	1.0	19.851056	73.862364	2004.0	-6.17	3.71	1.0	3790	119	21.9	9	3	2.5	1.5	2.0	1869	53147000	2	0.03	-0.09	1.0	403	M4643053	-82	10.6	27.5	861.0	17.0	329.0	7.2	ascent
219	219	1.25	19.850832	73.862501	2009.0	-6.24	3.6	1.25	3791	118	21.7	12	3	1.7	1.4	1.0	1869	53151000	2	0.22	0.04	0.6	403	M4643053	-87	16.2	27.5	860.5	17.0	330.0	7.2	ascent
220	220	1.0	19.850608	73.862639	2013.0	-6.24	3.6	1.0	3792	124	21.6	11	3	1.5	0.9	1.2	1869	53155000	2	-0.07	-0.15	-0.7	403	M4643053	-84	15.0	27.4	860.1	17.0	330.0	7.2	ascent
221	221	0.75	19.850387	73.862775	2016.0	-6.15	3.55	0.75	3794	116	22.0	12	3	2.2	0.9	2.0	1869	53159000	2	0.04	-0.06	-0.5	403	M4643053	-89	8.7	27.4	859.8	17.0	330.0	7.1	ascent
222	222	1.0	19.850166	73.86291	2020.0	-6.15	3.55	1.0	3795	116	22.3	11	3	1.7	1.5	0.8	1869	53163000	2	0.19	0.19	0.4	403	M4643053	-86	13.0	27.4	859.5	17.0	330.0	7.1	ascent
223	223	0.75	19.849948	73.863044	2023.0	-6.06	3.5	0.75	3783	118	21.8	9	3	2.3	1.7	1.5	1869	53167000	2	0.0	-0.0	0.7	403	M4643053	-82	13.3	27.3	859.1	18.0	330.0	7.0	ascent
224	224	1.25	19.849733	73.863176	2028.0	-5.98	3.45	1.25	3789	119	21.7	9	3	1.4	1.3	0.5	1869	53171000	2	0.03	0.14	-0.9	403	M4643053	-84	11.8	27.3	858.7	18.0	330.0	6.9	ascent
